m,trajs
11,"[(1, 4, 11), (11, 4, 11), (11, 4, 12), (12, 4, 12), (12, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 74), (74, 4, 84), (84, 4, 85)]"
12,"[(6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 75), (75, 4, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 86), (86, 4, 85), (85, 4, 84)]"
13,"[(7, 3, 17), (17, 3, 17), (17, 3, 17), (17, 3, 27), (27, 3, 17), (17, 3, 16), (16, 3, 15), (15, 1, 25), (25, 1, 25), (25, 1, 25), (25, 1, 24), (24, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 54), (54, 1, 64)]"
14,"[(7, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 74), (74, 4, 75), (75, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 97), (97, 2, 97), (97, 2, 87), (87, 0, 87), (87, 0, 87)]"
15,"[(4, 1, 14), (14, 1, 13), (13, 4, 14), (14, 1, 14), (14, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 54), (54, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 54), (54, 1, 54)]"
16,"[(1, 4, 0), (0, 4, 1), (1, 4, 1), (1, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 14), (14, 1, 13), (13, 4, 3), (3, 4, 4), (4, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 35), (35, 1, 34), (34, 1, 44), (44, 1, 34)]"
17,"[(7, 3, 6), (6, 3, 7), (7, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 4), (4, 1, 14), (14, 1, 13), (13, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86)]"
18,"[(4, 1, 14), (14, 1, 24), (24, 1, 24), (24, 1, 23), (23, 4, 23), (23, 4, 24), (24, 1, 23), (23, 4, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87)]"
19,"[(8, 3, 7), (7, 3, 7), (7, 3, 17), (17, 3, 16), (16, 3, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 75), (75, 4, 76), (76, 1, 77), (77, 1, 67), (67, 1, 77), (77, 1, 77), (77, 1, 87), (87, 0, 77)]"
20,"[(2, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 34), (34, 1, 24), (24, 1, 14), (14, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 54), (54, 1, 64)]"
21,"[(5, 1, 5), (5, 1, 4), (4, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 64), (64, 1, 74), (74, 4, 74), (74, 4, 74), (74, 4, 75), (75, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87)]"
22,"[(9, 3, 8), (8, 3, 9), (9, 3, 9), (9, 3, 8), (8, 3, 18), (18, 3, 17), (17, 3, 16), (16, 3, 16), (16, 3, 15), (15, 1, 25), (25, 1, 25), (25, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 34), (34, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 55)]"
23,"[(6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 25), (25, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 35), (35, 1, 34), (34, 1, 44), (44, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 96), (96, 2, 96), (96, 2, 95)]"
24,"[(7, 3, 6), (6, 3, 6), (6, 3, 6), (6, 3, 6), (6, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 16), (16, 3, 15), (15, 1, 25), (25, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 14), (14, 1, 14), (14, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44)]"
25,"[(8, 3, 9), (9, 3, 9), (9, 3, 8), (8, 3, 9), (9, 3, 8), (8, 3, 8), (8, 3, 7), (7, 3, 17), (17, 3, 16), (16, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 56), (56, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87)]"
26,"[(7, 3, 8), (8, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 5), (5, 1, 6), (6, 3, 5), (5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 5), (5, 1, 6), (6, 3, 6), (6, 3, 5), (5, 1, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35)]"
27,"[(9, 3, 8), (8, 3, 7), (7, 3, 17), (17, 3, 18), (18, 3, 28), (28, 3, 27), (27, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 56), (56, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 87), (87, 0, 88), (88, 3, 89)]"
28,"[(6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 26), (26, 3, 25), (25, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 24), (24, 1, 23), (23, 4, 22), (22, 4, 23), (23, 4, 23), (23, 4, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 64)]"
29,"[(7, 3, 7), (7, 3, 6), (6, 3, 16), (16, 3, 17), (17, 3, 16), (16, 3, 15), (15, 1, 25), (25, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 75)]"
30,"[(5, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 24), (24, 1, 24), (24, 1, 34), (34, 1, 35), (35, 1, 45), (45, 1, 46), (46, 1, 56), (56, 1, 55), (55, 1, 45), (45, 1, 46), (46, 1, 56), (56, 1, 66), (66, 1, 67), (67, 1, 77), (77, 1, 78), (78, 1, 88), (88, 3, 87)]"
31,"[(1, 4, 1), (1, 4, 2), (2, 4, 12), (12, 4, 11), (11, 4, 11), (11, 4, 1), (1, 4, 2), (2, 4, 1), (1, 4, 1), (1, 4, 1), (1, 4, 2), (2, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 24), (24, 1, 34), (34, 1, 44)]"
32,"[(7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 75), (75, 4, 75)]"
33,"[(5, 1, 5), (5, 1, 4), (4, 1, 4), (4, 1, 14), (14, 1, 15), (15, 1, 16), (16, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 46), (46, 1, 47), (47, 1, 57), (57, 1, 67), (67, 1, 67), (67, 1, 77), (77, 1, 87), (87, 0, 87)]"
34,"[(2, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 23), (23, 4, 24), (24, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 45), (45, 1, 44), (44, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 55), (55, 1, 45), (45, 1, 35), (35, 1, 35)]"
35,"[(7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 15), (15, 1, 16), (16, 3, 6), (6, 3, 16), (16, 3, 17), (17, 3, 18), (18, 3, 17), (17, 3, 17), (17, 3, 16), (16, 3, 15), (15, 1, 5), (5, 1, 15), (15, 1, 16), (16, 3, 15), (15, 1, 16), (16, 3, 6), (6, 3, 7)]"
36,"[(9, 3, 9), (9, 3, 19), (19, 1, 29), (29, 3, 28), (28, 3, 27), (27, 3, 26), (26, 3, 25), (25, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 54), (54, 1, 54), (54, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 44)]"
37,"[(5, 1, 15), (15, 1, 25), (25, 1, 26), (26, 3, 26), (26, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 97)]"
38,"[(2, 4, 3), (3, 4, 4), (4, 1, 4), (4, 1, 4), (4, 1, 4), (4, 1, 14), (14, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 74), (74, 4, 74), (74, 4, 75), (75, 4, 65), (65, 1, 75)]"
39,"[(4, 1, 14), (14, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 44), (44, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87)]"
40,"[(4, 1, 4), (4, 1, 14), (14, 1, 13), (13, 4, 13), (13, 4, 12), (12, 4, 13), (13, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 24), (24, 1, 34), (34, 1, 24), (24, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 64)]"
41,"[(4, 1, 14), (14, 1, 24), (24, 1, 14), (14, 1, 4), (4, 1, 3), (3, 4, 4), (4, 1, 14), (14, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 77), (77, 1, 87), (87, 0, 88)]"
42,"[(6, 3, 6), (6, 3, 16), (16, 3, 16), (16, 3, 15), (15, 1, 25), (25, 1, 24), (24, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 46), (46, 1, 56), (56, 1, 66), (66, 1, 65), (65, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 85), (85, 4, 86)]"
43,"[(1, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87)]"
44,"[(5, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 75), (75, 4, 74), (74, 4, 75), (75, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 86), (86, 4, 87), (87, 0, 87), (87, 0, 77), (77, 1, 78)]"
45,"[(3, 4, 4), (4, 1, 5), (5, 1, 6), (6, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 65), (65, 1, 75), (75, 4, 75), (75, 4, 85), (85, 4, 75), (75, 4, 76), (76, 1, 66), (66, 1, 76)]"
46,"[(0, 4, 10), (10, 2, 20), (20, 1, 20), (20, 1, 30), (30, 1, 40), (40, 1, 41), (41, 1, 41), (41, 1, 51), (51, 3, 61), (61, 3, 60), (60, 1, 61), (61, 3, 60), (60, 1, 70), (70, 1, 80), (80, 1, 81), (81, 1, 91), (91, 3, 91), (91, 3, 91), (91, 3, 90), (90, 0, 90)]"
47,"[(4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 56), (56, 1, 66), (66, 1, 76), (76, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 85), (85, 4, 95), (95, 4, 96), (96, 2, 97), (97, 2, 87), (87, 0, 87)]"
48,"[(8, 3, 7), (7, 3, 6), (6, 3, 16), (16, 3, 17), (17, 3, 17), (17, 3, 16), (16, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 46), (46, 1, 46), (46, 1, 56), (56, 1, 66), (66, 1, 56), (56, 1, 66), (66, 1, 76)]"
49,"[(5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 74), (74, 4, 75)]"
50,"[(5, 1, 15), (15, 1, 25), (25, 1, 25), (25, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 54), (54, 1, 55), (55, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 76)]"
51,"[(3, 4, 4), (4, 1, 5), (5, 1, 6), (6, 3, 5), (5, 1, 5), (5, 1, 15), (15, 1, 16), (16, 3, 15), (15, 1, 5), (5, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 54), (54, 1, 54)]"
52,"[(7, 3, 6), (6, 3, 5), (5, 1, 4), (4, 1, 3), (3, 4, 13), (13, 4, 14), (14, 1, 13), (13, 4, 3), (3, 4, 13), (13, 4, 13), (13, 4, 12), (12, 4, 13), (13, 4, 12), (12, 4, 12), (12, 4, 22), (22, 4, 23), (23, 4, 24), (24, 1, 25), (25, 1, 35), (35, 1, 34)]"
53,"[(4, 1, 14), (14, 1, 24), (24, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 45), (45, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 74), (74, 4, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 76), (76, 1, 86), (86, 4, 86), (86, 4, 87)]"
54,"[(1, 4, 2), (2, 4, 3), (3, 4, 13), (13, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 66), (66, 1, 67), (67, 1, 77), (77, 1, 87), (87, 0, 87), (87, 0, 87)]"
55,"[(0, 4, 10), (10, 2, 20), (20, 1, 30), (30, 1, 30), (30, 1, 40), (40, 1, 30), (30, 1, 30), (30, 1, 40), (40, 1, 41), (41, 1, 51), (51, 3, 50), (50, 1, 60), (60, 1, 70), (70, 1, 71), (71, 1, 81), (81, 1, 80), (80, 1, 81), (81, 1, 81), (81, 1, 91), (91, 3, 90)]"
56,"[(5, 1, 5), (5, 1, 15), (15, 1, 16), (16, 3, 16), (16, 3, 6), (6, 3, 6), (6, 3, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 26), (26, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 54)]"
57,"[(2, 4, 3), (3, 4, 4), (4, 1, 5), (5, 1, 5), (5, 1, 15), (15, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 76), (76, 1, 86), (86, 4, 96), (96, 2, 96), (96, 2, 96), (96, 2, 96)]"
58,"[(8, 3, 8), (8, 3, 18), (18, 3, 19), (19, 1, 29), (29, 3, 29), (29, 3, 28), (28, 3, 27), (27, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 35), (35, 1, 25), (25, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 76)]"
59,"[(3, 4, 4), (4, 1, 14), (14, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 5), (5, 1, 5), (5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55)]"
60,"[(3, 4, 2), (2, 4, 3), (3, 4, 3), (3, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 4), (4, 1, 5), (5, 1, 15), (15, 1, 16), (16, 3, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 46), (46, 1, 47), (47, 1, 57), (57, 1, 57), (57, 1, 57)]"
61,"[(6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 85), (85, 4, 86), (86, 4, 86), (86, 4, 87), (87, 0, 97), (97, 2, 98)]"
62,"[(6, 3, 5), (5, 1, 5), (5, 1, 15), (15, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 65), (65, 1, 66), (66, 1, 76), (76, 1, 77), (77, 1, 78), (78, 1, 79)]"
63,"[(0, 4, 0), (0, 4, 1), (1, 4, 2), (2, 4, 2), (2, 4, 12), (12, 4, 11), (11, 4, 12), (12, 4, 12), (12, 4, 13), (13, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 54), (54, 1, 55), (55, 1, 54)]"
64,"[(0, 4, 0), (0, 4, 0), (0, 4, 1), (1, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 5), (5, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 55), (55, 1, 65), (65, 1, 64), (64, 1, 54), (54, 1, 64)]"
65,"[(0, 4, 1), (1, 4, 2), (2, 4, 2), (2, 4, 2), (2, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 56), (56, 1, 57), (57, 1, 67), (67, 1, 77), (77, 1, 67)]"
66,"[(7, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 88), (88, 3, 88), (88, 3, 89), (89, 3, 99)]"
67,"[(9, 3, 8), (8, 3, 18), (18, 3, 17), (17, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 65), (65, 1, 75), (75, 4, 75), (75, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 87)]"
68,"[(7, 3, 8), (8, 3, 8), (8, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 34), (34, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 64), (64, 1, 54), (54, 1, 54), (54, 1, 54)]"
69,"[(1, 4, 1), (1, 4, 11), (11, 4, 11), (11, 4, 1), (1, 4, 2), (2, 4, 1), (1, 4, 11), (11, 4, 12), (12, 4, 13), (13, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 13), (13, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 64)]"
70,"[(6, 3, 6), (6, 3, 5), (5, 1, 5), (5, 1, 6), (6, 3, 6), (6, 3, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 85), (85, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 87), (87, 0, 97)]"
71,"[(7, 3, 17), (17, 3, 27), (27, 3, 26), (26, 3, 26), (26, 3, 26), (26, 3, 25), (25, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 85), (85, 4, 86), (86, 4, 87)]"
72,"[(3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 85), (85, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 87), (87, 0, 86), (86, 4, 96), (96, 2, 86), (86, 4, 87), (87, 0, 87)]"
73,"[(6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 55), (55, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 97), (97, 2, 96), (96, 2, 96), (96, 2, 86)]"
74,"[(3, 4, 4), (4, 1, 14), (14, 1, 13), (13, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 84), (84, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 87), (87, 0, 86), (86, 4, 85)]"
