m,trajs
11,"[(1, 4, 11), (11, 4, 11), (11, 4, 12), (12, 4, 12), (12, 4, 2), (2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 54), (54, 1, 64), (64, 4, 65), (65, 1, 65), (65, 1, 75), (75, 4, 76)]"
12,"[(6, 1, 7), (7, 3, 17), (17, 1, 27), (27, 3, 27), (27, 3, 26), (26, 3, 26), (26, 3, 25), (25, 1, 25), (25, 1, 24), (24, 4, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 44), (44, 1, 54), (54, 1, 64), (64, 4, 65), (65, 1, 65), (65, 1, 64), (64, 4, 64)]"
13,"[(7, 3, 17), (17, 1, 27), (27, 3, 27), (27, 3, 28), (28, 3, 18), (18, 1, 28), (28, 3, 27), (27, 3, 28), (28, 3, 27), (27, 3, 26), (26, 3, 25), (25, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 65)]"
14,"[(7, 3, 7), (7, 3, 6), (6, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 74), (74, 4, 75), (75, 4, 85), (85, 4, 86), (86, 4, 87), (87, 4, 97), (97, 4, 98), (98, 2, 88), (88, 0, 88), (88, 0, 88)]"
15,"[(4, 4, 5), (5, 1, 5), (5, 1, 15), (15, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 56), (56, 1, 46), (46, 1, 56), (56, 1, 56), (56, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 54)]"
16,"[(1, 4, 0), (0, 4, 1), (1, 4, 1), (1, 4, 2), (2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 5), (5, 1, 5), (5, 1, 4), (4, 4, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 35)]"
17,"[(7, 3, 6), (6, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 14), (14, 4, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 4, 75), (75, 4, 76), (76, 4, 77), (77, 1, 87)]"
18,"[(4, 4, 5), (5, 1, 15), (15, 1, 15), (15, 1, 14), (14, 4, 15), (15, 1, 25), (25, 1, 24), (24, 4, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 4, 86), (86, 4, 87), (87, 4, 88), (88, 0, 88), (88, 0, 88), (88, 0, 88)]"
19,"[(8, 3, 7), (7, 3, 7), (7, 3, 17), (17, 1, 27), (27, 3, 26), (26, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 74), (74, 4, 75), (75, 4, 76), (76, 4, 66), (66, 1, 76), (76, 4, 76), (76, 4, 77), (77, 1, 67)]"
20,"[(2, 4, 2), (2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 35), (35, 1, 25), (25, 1, 15), (15, 1, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55)]"
21,"[(5, 1, 5), (5, 1, 4), (4, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 65), (65, 1, 75), (75, 4, 75), (75, 4, 76), (76, 4, 77), (77, 1, 87)]"
22,"[(9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 1, 19), (19, 1, 19), (19, 1, 29), (29, 3, 28), (28, 3, 29), (29, 3, 28), (28, 3, 27), (27, 3, 26), (26, 3, 26), (26, 3, 25), (25, 1, 25), (25, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 46)]"
23,"[(6, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 25), (25, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 46), (46, 1, 56), (56, 1, 56), (56, 1, 66), (66, 1, 76), (76, 4, 77), (77, 1, 87), (87, 4, 97), (97, 4, 98), (98, 2, 97)]"
24,"[(7, 3, 6), (6, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 56), (56, 1, 55), (55, 1, 65), (65, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 54), (54, 1, 54), (54, 1, 54), (54, 1, 64), (64, 4, 74), (74, 4, 74), (74, 4, 84)]"
25,"[(8, 3, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 3, 8), (8, 3, 7), (7, 3, 17), (17, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 56), (56, 1, 66), (66, 1, 76), (76, 4, 77), (77, 1, 87), (87, 4, 88)]"
26,"[(7, 3, 8), (8, 3, 7), (7, 3, 6), (6, 1, 5), (5, 1, 15), (15, 1, 5), (5, 1, 6), (6, 1, 16), (16, 1, 26), (26, 3, 16), (16, 1, 26), (26, 3, 16), (16, 1, 17), (17, 1, 27), (27, 3, 26), (26, 3, 25), (25, 1, 24), (24, 4, 25), (25, 1, 35), (35, 1, 45)]"
27,"[(9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 1, 29), (29, 3, 29), (29, 3, 28), (28, 3, 27), (27, 3, 26), (26, 3, 25), (25, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 46), (46, 1, 56), (56, 1, 66), (66, 1, 76), (76, 4, 77), (77, 1, 87), (87, 4, 88)]"
28,"[(6, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 26), (26, 3, 25), (25, 1, 24), (24, 4, 25), (25, 1, 25), (25, 1, 15), (15, 1, 14), (14, 4, 13), (13, 4, 14), (14, 4, 14), (14, 4, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 54)]"
29,"[(7, 3, 7), (7, 3, 6), (6, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 4, 65), (65, 1, 66), (66, 1, 56), (56, 1, 66), (66, 1, 76), (76, 4, 66), (66, 1, 76), (76, 4, 77), (77, 1, 77)]"
30,"[(5, 1, 4), (4, 4, 5), (5, 1, 15), (15, 1, 15), (15, 1, 15), (15, 1, 25), (25, 1, 26), (26, 3, 25), (25, 1, 26), (26, 3, 27), (27, 3, 26), (26, 3, 16), (16, 1, 17), (17, 1, 27), (27, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55)]"
31,"[(1, 4, 1), (1, 4, 2), (2, 4, 12), (12, 4, 11), (11, 4, 11), (11, 4, 1), (1, 4, 2), (2, 4, 1), (1, 4, 1), (1, 4, 1), (1, 4, 2), (2, 4, 2), (2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 35)]"
32,"[(7, 3, 6), (6, 1, 6), (6, 1, 16), (16, 1, 26), (26, 3, 26), (26, 3, 16), (16, 1, 26), (26, 3, 25), (25, 1, 25), (25, 1, 24), (24, 4, 25), (25, 1, 15), (15, 1, 25), (25, 1, 24), (24, 4, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 54), (54, 1, 54)]"
33,"[(5, 1, 5), (5, 1, 4), (4, 4, 4), (4, 4, 5), (5, 1, 6), (6, 1, 7), (7, 3, 6), (6, 1, 7), (7, 3, 7), (7, 3, 7), (7, 3, 17), (17, 1, 27), (27, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 66)]"
34,"[(2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 14), (14, 4, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 46), (46, 1, 46), (46, 1, 45), (45, 1, 35), (35, 1, 35)]"
35,"[(7, 3, 6), (6, 1, 6), (6, 1, 16), (16, 1, 16), (16, 1, 17), (17, 1, 7), (7, 3, 17), (17, 1, 27), (27, 3, 27), (27, 3, 26), (26, 3, 26), (26, 3, 25), (25, 1, 26), (26, 3, 16), (16, 1, 26), (26, 3, 25), (25, 1, 24), (24, 4, 24), (24, 4, 14), (14, 4, 15)]"
36,"[(9, 0, 9), (9, 0, 19), (19, 1, 29), (29, 3, 28), (28, 3, 27), (27, 3, 26), (26, 3, 25), (25, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 54), (54, 1, 54), (54, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 44)]"
37,"[(5, 1, 15), (15, 1, 25), (25, 1, 26), (26, 3, 26), (26, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 4, 77), (77, 1, 87), (87, 4, 88), (88, 0, 98)]"
38,"[(2, 4, 3), (3, 4, 4), (4, 4, 4), (4, 4, 4), (4, 4, 4), (4, 4, 14), (14, 4, 14), (14, 4, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 44), (44, 1, 54), (54, 1, 64), (64, 4, 65), (65, 1, 64), (64, 4, 64), (64, 4, 65), (65, 1, 55), (55, 1, 65)]"
39,"[(4, 4, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 4, 77), (77, 1, 87), (87, 4, 88)]"
40,"[(4, 4, 4), (4, 4, 5), (5, 1, 5), (5, 1, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 35), (35, 1, 45), (45, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 64), (64, 4, 65), (65, 1, 64)]"
41,"[(4, 4, 5), (5, 1, 15), (15, 1, 5), (5, 1, 4), (4, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 4, 77), (77, 1, 87), (87, 4, 88)]"
42,"[(6, 1, 16), (16, 1, 26), (26, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 56), (56, 1, 66), (66, 1, 76), (76, 4, 75), (75, 4, 75), (75, 4, 76), (76, 4, 77), (77, 1, 87), (87, 4, 86), (86, 4, 87)]"
43,"[(1, 4, 2), (2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 76), (76, 4, 77), (77, 1, 76), (76, 4, 77), (77, 1, 87), (87, 4, 88), (88, 0, 88), (88, 0, 88)]"
44,"[(5, 1, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 26), (26, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 44), (44, 1, 54), (54, 1, 64), (64, 4, 65), (65, 1, 75), (75, 4, 74), (74, 4, 75), (75, 4, 76), (76, 4, 66), (66, 1, 67)]"
45,"[(3, 4, 4), (4, 4, 5), (5, 1, 6), (6, 1, 16), (16, 1, 17), (17, 1, 27), (27, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 75), (75, 4, 65), (65, 1, 66), (66, 1, 56), (56, 1, 66)]"
46,"[(0, 4, 10), (10, 1, 20), (20, 1, 20), (20, 1, 30), (30, 1, 40), (40, 1, 41), (41, 1, 41), (41, 1, 51), (51, 1, 61), (61, 3, 60), (60, 1, 61), (61, 3, 60), (60, 1, 70), (70, 1, 80), (80, 1, 81), (81, 3, 91), (91, 3, 91), (91, 3, 91), (91, 3, 90), (90, 0, 90)]"
47,"[(4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 46), (46, 1, 47), (47, 1, 57), (57, 1, 67), (67, 1, 57), (57, 1, 67), (67, 1, 77), (77, 1, 76), (76, 4, 86), (86, 4, 87), (87, 4, 97), (97, 4, 96), (96, 4, 97)]"
48,"[(8, 3, 7), (7, 3, 6), (6, 1, 16), (16, 1, 26), (26, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 75), (75, 4, 65), (65, 1, 66), (66, 1, 66), (66, 1, 76), (76, 4, 77), (77, 1, 67), (67, 1, 77), (77, 1, 87)]"
49,"[(5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 54), (54, 1, 64), (64, 4, 64), (64, 4, 65), (65, 1, 75)]"
50,"[(5, 1, 15), (15, 1, 25), (25, 1, 25), (25, 1, 24), (24, 4, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 44), (44, 1, 45), (45, 1, 45), (45, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 4, 66)]"
51,"[(3, 4, 4), (4, 4, 5), (5, 1, 6), (6, 1, 6), (6, 1, 6), (6, 1, 16), (16, 1, 17), (17, 1, 18), (18, 1, 8), (8, 3, 7), (7, 3, 17), (17, 1, 27), (27, 3, 26), (26, 3, 25), (25, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 35), (35, 1, 35)]"
52,"[(7, 3, 6), (6, 1, 16), (16, 1, 6), (6, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 24), (24, 4, 14), (14, 4, 24), (24, 4, 24), (24, 4, 23), (23, 4, 24), (24, 4, 23), (23, 4, 23), (23, 4, 24), (24, 4, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 44)]"
53,"[(4, 4, 5), (5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 54), (54, 1, 64), (64, 4, 54), (54, 1, 64), (64, 4, 65), (65, 1, 75), (75, 4, 75), (75, 4, 85), (85, 4, 85), (85, 4, 86)]"
54,"[(1, 4, 2), (2, 4, 3), (3, 4, 13), (13, 4, 14), (14, 4, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 56), (56, 1, 56), (56, 1, 57), (57, 1, 67), (67, 1, 77), (77, 1, 77), (77, 1, 77)]"
55,"[(0, 4, 10), (10, 1, 20), (20, 1, 30), (30, 1, 30), (30, 1, 40), (40, 1, 30), (30, 1, 30), (30, 1, 40), (40, 1, 41), (41, 1, 51), (51, 1, 51), (51, 1, 61), (61, 3, 61), (61, 3, 60), (60, 1, 70), (70, 1, 70), (70, 1, 71), (71, 3, 70), (70, 1, 80), (80, 1, 80)]"
56,"[(5, 1, 5), (5, 1, 15), (15, 1, 16), (16, 1, 26), (26, 3, 16), (16, 1, 26), (26, 3, 25), (25, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 46), (46, 1, 56), (56, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 74), (74, 4, 75), (75, 4, 76), (76, 4, 75), (75, 4, 65)]"
57,"[(2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 5), (5, 1, 15), (15, 1, 14), (14, 4, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 4, 76), (76, 4, 77), (77, 1, 87), (87, 4, 88), (88, 0, 89), (89, 3, 89)]"
58,"[(8, 3, 8), (8, 3, 18), (18, 1, 28), (28, 3, 28), (28, 3, 29), (29, 3, 28), (28, 3, 27), (27, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 35), (35, 1, 25), (25, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 76)]"
59,"[(3, 4, 4), (4, 4, 5), (5, 1, 6), (6, 1, 5), (5, 1, 15), (15, 1, 5), (5, 1, 5), (5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55)]"
60,"[(3, 4, 2), (2, 4, 3), (3, 4, 3), (3, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 4), (4, 4, 5), (5, 1, 15), (15, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 46), (46, 1, 47), (47, 1, 57), (57, 1, 57), (57, 1, 57)]"
61,"[(6, 1, 16), (16, 1, 26), (26, 3, 26), (26, 3, 16), (16, 1, 26), (26, 3, 27), (27, 3, 27), (27, 3, 26), (26, 3, 25), (25, 1, 24), (24, 4, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 75), (75, 4, 76), (76, 4, 86), (86, 4, 96)]"
62,"[(6, 1, 6), (6, 1, 6), (6, 1, 16), (16, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 54), (54, 1, 54), (54, 1, 64), (64, 4, 65), (65, 1, 66), (66, 1, 76), (76, 4, 77), (77, 1, 78), (78, 1, 79)]"
63,"[(0, 4, 0), (0, 4, 1), (1, 4, 2), (2, 4, 2), (2, 4, 12), (12, 4, 11), (11, 4, 12), (12, 4, 12), (12, 4, 13), (13, 4, 14), (14, 4, 15), (15, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 46), (46, 1, 46)]"
64,"[(0, 4, 0), (0, 4, 0), (0, 4, 1), (1, 4, 2), (2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 4), (4, 4, 14), (14, 4, 15), (15, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 46), (46, 1, 56), (56, 1, 55), (55, 1, 45), (45, 1, 55)]"
65,"[(0, 4, 1), (1, 4, 2), (2, 4, 2), (2, 4, 2), (2, 4, 2), (2, 4, 3), (3, 4, 4), (4, 4, 14), (14, 4, 15), (15, 1, 25), (25, 1, 24), (24, 4, 24), (24, 4, 25), (25, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45)]"
66,"[(7, 3, 7), (7, 3, 6), (6, 1, 6), (6, 1, 16), (16, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 4, 77), (77, 1, 87), (87, 4, 88), (88, 0, 88), (88, 0, 89), (89, 3, 89), (89, 3, 89), (89, 3, 99)]"
67,"[(9, 0, 9), (9, 0, 19), (19, 1, 18), (18, 1, 8), (8, 3, 7), (7, 3, 6), (6, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 75), (75, 4, 76), (76, 4, 77), (77, 1, 78)]"
68,"[(7, 3, 8), (8, 3, 8), (8, 3, 7), (7, 3, 6), (6, 1, 6), (6, 1, 16), (16, 1, 26), (26, 3, 27), (27, 3, 26), (26, 3, 16), (16, 1, 26), (26, 3, 25), (25, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 44), (44, 1, 44), (44, 1, 44), (44, 1, 44), (44, 1, 44)]"
69,"[(1, 4, 1), (1, 4, 11), (11, 4, 11), (11, 4, 1), (1, 4, 2), (2, 4, 1), (1, 4, 11), (11, 4, 12), (12, 4, 13), (13, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 65)]"
70,"[(6, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 26), (26, 3, 26), (26, 3, 25), (25, 1, 24), (24, 4, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 4, 86), (86, 4, 86), (86, 4, 87), (87, 4, 88), (88, 0, 88), (88, 0, 98)]"
71,"[(7, 3, 17), (17, 1, 27), (27, 3, 26), (26, 3, 26), (26, 3, 26), (26, 3, 25), (25, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 76), (76, 4, 77), (77, 1, 76), (76, 4, 77), (77, 1, 87)]"
72,"[(3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 75), (75, 4, 76), (76, 4, 77), (77, 1, 76), (76, 4, 86), (86, 4, 85), (85, 4, 86), (86, 4, 87)]"
73,"[(6, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 55), (55, 1, 54), (54, 1, 64), (64, 4, 65), (65, 1, 75), (75, 4, 76), (76, 4, 77), (77, 1, 87), (87, 4, 88), (88, 0, 98), (98, 2, 97), (97, 4, 98), (98, 2, 88)]"
74,"[(3, 4, 4), (4, 4, 14), (14, 4, 13), (13, 4, 14), (14, 4, 15), (15, 1, 25), (25, 1, 24), (24, 4, 25), (25, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 4, 77), (77, 1, 87), (87, 4, 86), (86, 4, 85)]"
