m,trajs
15,"[(3, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87)]"
16,"[(9, 0, 9), (9, 0, 19), (19, 2, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 8), (8, 4, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19)]"
17,"[(4, 4, 5), (5, 1, 6), (6, 4, 5), (5, 1, 15), (15, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 76), (76, 1, 76), (76, 1, 76), (76, 1, 86)]"
18,"[(8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 19), (19, 2, 18), (18, 4, 19), (19, 2, 18), (18, 4, 17), (17, 4, 16), (16, 1, 15)]"
19,"[(2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 6), (6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9)]"
20,"[(2, 4, 3), (3, 4, 4), (4, 4, 14), (14, 1, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 75)]"
21,"[(5, 1, 15), (15, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 87), (87, 0, 77), (77, 1, 67)]"
22,"[(6, 4, 7), (7, 4, 17), (17, 4, 7), (7, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
23,"[(8, 4, 8), (8, 4, 18), (18, 4, 17), (17, 4, 18), (18, 4, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 29), (29, 2, 29), (29, 2, 29), (29, 2, 19), (19, 2, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9)]"
24,"[(8, 4, 9), (9, 0, 9), (9, 0, 19), (19, 2, 19), (19, 2, 18), (18, 4, 19), (19, 2, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 19), (19, 2, 29), (29, 2, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9)]"
25,"[(6, 4, 6), (6, 4, 7), (7, 4, 17), (17, 4, 17), (17, 4, 18), (18, 4, 28), (28, 4, 28), (28, 4, 18), (18, 4, 18), (18, 4, 19), (19, 2, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 19), (19, 2, 9)]"
26,"[(5, 1, 15), (15, 1, 25), (25, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 74), (74, 4, 84), (84, 4, 85), (85, 4, 86), (86, 4, 85), (85, 4, 86), (86, 4, 96), (96, 2, 86), (86, 4, 87), (87, 0, 87), (87, 0, 97), (97, 2, 87)]"
27,"[(8, 4, 9), (9, 0, 9), (9, 0, 8), (8, 4, 18), (18, 4, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9)]"
28,"[(6, 4, 7), (7, 4, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 19), (19, 2, 18), (18, 4, 19), (19, 2, 29), (29, 2, 28), (28, 4, 29), (29, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 19)]"
29,"[(5, 1, 6), (6, 4, 7), (7, 4, 8), (8, 4, 18), (18, 4, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19)]"
30,"[(3, 4, 4), (4, 4, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87)]"
31,"[(3, 4, 2), (2, 4, 12), (12, 4, 11), (11, 3, 10), (10, 2, 11), (11, 3, 11), (11, 3, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 2), (2, 4, 3)]"
32,"[(6, 4, 16), (16, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 87), (87, 0, 88), (88, 3, 88), (88, 3, 89), (89, 3, 89), (89, 3, 88)]"
33,"[(6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 19), (19, 2, 18), (18, 4, 19), (19, 2, 18), (18, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
34,"[(2, 4, 3), (3, 4, 2), (2, 4, 2), (2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87)]"
35,"[(6, 4, 6), (6, 4, 6), (6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
36,"[(5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 54), (54, 1, 64), (64, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 77), (77, 1, 77), (77, 1, 77), (77, 1, 87), (87, 0, 87), (87, 0, 86), (86, 4, 86)]"
37,"[(5, 1, 6), (6, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 35), (35, 1, 45), (45, 1, 35), (35, 1, 25), (25, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 25), (25, 1, 15)]"
38,"[(6, 4, 6), (6, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 74), (74, 4, 75), (75, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 86), (86, 4, 76)]"
39,"[(8, 4, 9), (9, 0, 8), (8, 4, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 29), (29, 2, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 19)]"
40,"[(3, 4, 3), (3, 4, 3), (3, 4, 2), (2, 4, 12), (12, 4, 13), (13, 4, 14), (14, 1, 4), (4, 4, 5), (5, 1, 5), (5, 1, 5), (5, 1, 4), (4, 4, 3), (3, 4, 3), (3, 4, 4), (4, 4, 4), (4, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 5), (5, 1, 15)]"
41,"[(5, 1, 15), (15, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 66), (66, 1, 65), (65, 1, 64)]"
42,"[(7, 4, 7), (7, 4, 17), (17, 4, 27), (27, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 24), (24, 1, 14), (14, 1, 24), (24, 1, 24), (24, 1, 14), (14, 1, 24), (24, 1, 23), (23, 4, 23), (23, 4, 23), (23, 4, 24), (24, 1, 25)]"
43,"[(1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]"
44,"[(3, 4, 2), (2, 4, 3), (3, 4, 2), (2, 4, 3), (3, 4, 4), (4, 4, 14), (14, 1, 14), (14, 1, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87)]"
45,"[(3, 4, 4), (4, 4, 4), (4, 4, 5), (5, 1, 6), (6, 4, 7), (7, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 19), (19, 2, 9), (9, 0, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
46,"[(3, 4, 2), (2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 46), (46, 1, 56), (56, 1, 66), (66, 1, 65), (65, 1, 75), (75, 4, 85), (85, 4, 84), (84, 4, 84)]"
47,"[(5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 55), (55, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 74), (74, 4, 75), (75, 4, 65), (65, 1, 75), (75, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 77)]"
48,"[(9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9)]"
49,"[(2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 25), (25, 1, 25), (25, 1, 26), (26, 3, 25), (25, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 26), (26, 3, 16), (16, 1, 26), (26, 3, 26)]"
50,"[(1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 1), (1, 3, 1), (1, 3, 0), (0, 0, 0), (0, 0, 1), (1, 3, 2), (2, 4, 12), (12, 4, 13), (13, 4, 14), (14, 1, 24), (24, 1, 25), (25, 1, 35)]"
51,"[(7, 4, 8), (8, 4, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 19)]"
52,"[(4, 4, 3), (3, 4, 13), (13, 4, 14), (14, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 56), (56, 1, 66), (66, 1, 76), (76, 1, 77), (77, 1, 87), (87, 0, 88), (88, 3, 87), (87, 0, 87), (87, 0, 88), (88, 3, 78), (78, 1, 88)]"
53,"[(1, 3, 11), (11, 3, 1), (1, 3, 0), (0, 0, 1), (1, 3, 1), (1, 3, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 2)]"
54,"[(2, 4, 3), (3, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 55), (55, 1, 65), (65, 1, 55), (55, 1, 56), (56, 1, 57), (57, 1, 67), (67, 1, 77), (77, 1, 87), (87, 0, 77), (77, 1, 87)]"
55,"[(0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 11), (11, 3, 21), (21, 3, 21), (21, 3, 20), (20, 1, 30), (30, 1, 30), (30, 1, 31), (31, 3, 30)]"
56,"[(4, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 74), (74, 4, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 77)]"
57,"[(7, 4, 17), (17, 4, 18), (18, 4, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9)]"
58,"[(1, 3, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]"
59,"[(1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0)]"
60,"[(1, 3, 1), (1, 3, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 1), (1, 3, 0), (0, 0, 0)]"
61,"[(8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 7), (7, 4, 8)]"
62,"[(8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 18), (18, 4, 18), (18, 4, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
63,"[(3, 4, 13), (13, 4, 3), (3, 4, 4), (4, 4, 3), (3, 4, 2), (2, 4, 2), (2, 4, 2), (2, 4, 12), (12, 4, 13), (13, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 64)]"
64,"[(8, 4, 18), (18, 4, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 29), (29, 2, 29)]"
65,"[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]"
66,"[(2, 4, 1), (1, 3, 1), (1, 3, 1), (1, 3, 1), (1, 3, 1), (1, 3, 1), (1, 3, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1)]"
67,"[(9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
68,"[(5, 1, 15), (15, 1, 16), (16, 1, 6), (6, 4, 7), (7, 4, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19)]"
69,"[(4, 4, 5), (5, 1, 6), (6, 4, 7), (7, 4, 8), (8, 4, 7), (7, 4, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
70,"[(9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 8)]"
71,"[(7, 4, 8), (8, 4, 8), (8, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 8), (8, 4, 18), (18, 4, 19), (19, 2, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 8), (8, 4, 8)]"
72,"[(1, 3, 2), (2, 4, 3), (3, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 65), (65, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 66), (66, 1, 56), (56, 1, 66), (66, 1, 76)]"
73,"[(5, 1, 15), (15, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 16), (16, 1, 16), (16, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 54), (54, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 85), (85, 4, 86)]"
74,"[(4, 4, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 76)]"
